x,res
-9.170000000000018,0.642081131529248
-9.160000000000018,0.6764797000130278
-9.150000000000018,0.7119745778321045
-9.140000000000018,0.7486261081258415
-9.130000000000019,0.7864978817587517
-9.120000000000019,0.8256569547627147
-9.110000000000019,0.8661740818215652
-9.10000000000002,0.9081239671150426
-9.09000000000002,0.9515855339560186
-9.08000000000002,0.9966422148156332
-9.07000000000002,1.0433822634376273
-9.06000000000002,1.091899090940078
-9.05000000000002,1.142291627964535
-9.04000000000002,1.1946647151311853
-9.03000000000002,1.2491295242789926
-9.020000000000021,1.3058040132158693
-9.010000000000021,1.3648134169536736
-9.000000000000021,1.426290778719824
-8.990000000000022,1.4903775243458386
-8.980000000000022,1.5572240840043936
-8.970000000000022,1.6269905656722246
-8.960000000000022,1.6998474851306196
-8.950000000000022,1.7759765578320823
-8.940000000000023,1.855571558490934
-8.930000000000023,1.938839254906463
-8.920000000000023,2.026000423175412
-8.910000000000023,2.117290952255999
-8.900000000000023,2.2129630466874293
-8.890000000000024,2.313286537227593
-8.880000000000024,2.4185503102615686
-8.870000000000024,2.5290638680305446
-8.860000000000024,2.6451590330954073
-8.850000000000025,2.7671918119591665
-8.840000000000025,2.8955444345079697
-8.830000000000025,3.0306275878357773
-8.820000000000025,3.1728828652152066
-8.810000000000025,3.322810624758074
-8.800000000000026,3.480872312411028
-8.790000000000026,3.6476445824024215
-8.780000000000026,3.82372231899852
-8.770000000000026,4.009747702319267
-8.760000000000026,4.206414546752086
-8.750000000000027,4.414473090145139
-8.740000000000027,4.634735286247443
-8.730000000000027,4.868080659703439
-8.720000000000027,5.115462790608944
-8.710000000000027,5.377916504552419
-8.700000000000028,5.656565854200729
-8.690000000000028,5.9526329901569275
-8.680000000000028,6.267448032238175
-8.670000000000028,6.602460067723762
-8.660000000000029,6.959249712929658
-8.650000000000029,7.33954170893335
-8.640000000000029,7.745221830466104
-8.63000000000003,8.178353064689393
-8.62000000000003,8.6411951063491
-8.61000000000003,9.136225994541133
-8.60000000000003,9.666166453497427
-8.59000000000003,10.234007317078053
-8.58000000000003,10.843040475891168
-8.57000000000003,11.496893855669118
-8.56000000000003,12.199571017106335
-8.550000000000031,12.955496063822775
-8.540000000000031,13.76956465858028
-8.530000000000031,14.647202082430288
-8.520000000000032,15.594429430775806
-8.510000000000032,16.61793922984676
-8.500000000000032,17.72518198279612
-8.490000000000032,18.92446542440098
-8.480000000000032,20.225068586357605
-8.470000000000033,21.637373163214168
-8.460000000000033,23.173015136362302
-8.450000000000033,24.845060178082772
-8.440000000000033,26.668207041607236
-8.430000000000033,28.65902397457163
-8.420000000000034,30.836224206607994
-8.410000000000034,33.22098780162653
-8.400000000000034,35.83733868710933
-8.390000000000034,38.71258754676108
-8.380000000000035,41.87785358006042
-8.370000000000035,45.36868100721959
-8.360000000000035,49.22576978002143
-8.350000000000035,53.495844438926255
-8.340000000000035,58.2326906849079
-8.330000000000036,63.4983963341375
-8.320000000000036,69.36484232284073
-8.310000000000036,75.91550088789025
-8.300000000000036,83.24761271366096
-8.290000000000036,91.47483369772709
-8.280000000000037,100.73046638109936
-8.270000000000037,111.17142281180566
-8.260000000000037,122.98310710657174
-8.250000000000037,136.38546058930015
-8.240000000000038,151.6404847245432
-8.230000000000038,169.0616535294664
-8.220000000000038,189.02575668997045
-8.210000000000038,211.9878898644129
-8.200000000000038,238.5005476142562
-8.190000000000039,269.23810288908356
-8.180000000000039,305.02841248567375
-8.170000000000039,346.8939252937509
-8.16000000000004,396.1055707546302
-8.15000000000004,454.2539905880326
-8.14000000000004,523.3445321918942
-8.13000000000004,605.9251308090088
-8.12000000000004,705.2602112269218
-8.11000000000004,825.5565630354685
-8.10000000000004,972.3461986860357
-8.09000000000004,1152.8816622026472
-8.080000000000041,1376.8509057793483
-8.070000000000041,1657.3334040697478
-8.060000000000041,2012.2235489783257
-8.050000000000042,2466.3614025711863
-8.040000000000042,3054.783283444844
-8.030000000000042,3827.785055623728
-8.020000000000042,4858.99259426632
-8.010000000000042,6258.558709404247
-8.000000000000043,8195.369028981402
-7.990000000000043,10935.629693637535
-7.980000000000043,14912.417824166432
-7.970000000000043,20856.39589937186
-7.9600000000000435,30053.664927274753
-7.950000000000044,44884.09319619632
-7.940000000000044,70023.59546247427
-7.930000000000044,115357.38428199266
-7.920000000000044,203789.08993679547
-7.9100000000000446,395046.3242280636
-7.900000000000045,871732.0053939212
-7.890000000000045,2334299.715717464
-7.880000000000045,8615532.318199938
-7.870000000000045,6.02667727368817E7
-7.860000000000046,3.0391152156419473E9
-7.850000000000046,1.595192074594764E10
-7.840000000000046,1.0541532486458862E8
-7.830000000000046,1.223997644456813E7
-7.8200000000000465,3051329.900035005
-7.810000000000047,1092833.2350687948
-7.800000000000047,483980.62836711906
-7.790000000000047,246468.33170521155
-7.780000000000047,138564.81613793995
-7.7700000000000475,83863.26599680776
-7.760000000000048,53739.05335234961
-7.750000000000048,36039.53309221019
-7.740000000000048,25084.12487071455
-7.730000000000048,18006.487374890105
-7.720000000000049,13267.301019394981
-7.710000000000049,9995.943777731554
-7.700000000000049,7677.967307166946
-7.690000000000049,5997.77185873755
-7.6800000000000495,4755.353553475915
-7.67000000000005,3820.3107473456103
-7.66000000000005,3105.4628048677464
-7.65000000000005,2551.210354432494
-7.64000000000005,2115.9880238330334
-7.6300000000000505,1770.281927252054
-7.620000000000051,1492.7917667956879
-7.610000000000051,1267.9159018149026
-7.600000000000051,1084.0712482590702
-7.590000000000051,932.5509594448785
-7.580000000000052,806.7351266488665
-7.570000000000052,701.5372567206723
-7.560000000000052,613.0107488092685
-7.550000000000052,538.06555564256
-7.540000000000052,474.26176538601914
-7.530000000000053,419.6575666974028
-7.520000000000053,372.69611938072916
-7.510000000000053,332.1205665026505
-7.500000000000053,296.90961314252377
-7.4900000000000535,266.2282820968292
-7.480000000000054,239.38997168446008
-7.470000000000054,215.82700255900724
-7.460000000000054,195.0675923981935
-7.450000000000054,176.71773513334824
-7.440000000000055,160.44684957307993
-7.430000000000055,145.97634494406938
-7.420000000000055,133.0691898595774
-7.410000000000055,121.5277820428017
-7.400000000000055,111.17979975158934
-7.390000000000056,101.8790016732804
-7.380000000000056,93.49977050405485
-7.370000000000056,85.93384571609656
-7.360000000000056,79.08762843879548
-7.3500000000000565,72.87994909655828
-7.340000000000057,67.24021103076466
-7.330000000000057,62.10684092009244
-7.320000000000057,57.42599057936509
-7.310000000000057,53.15044554577403
-7.3000000000000576,49.23870442049787
-7.290000000000058,45.6541997299471
-7.280000000000058,42.36463649142039
-7.270000000000058,39.341429009225585
-7.260000000000058,36.55921991899712
-7.250000000000059,33.99546831704482
-7.240000000000059,31.63006681188174
-7.230000000000059,29.445156729038715
-7.220000000000059,27.424681764627675
-7.2100000000000595,25.554285836622
-7.20000000000006,23.821083840275993
-7.19000000000006,22.213490258805972
-7.18000000000006,20.721069865645443
-7.17000000000006,19.334407396531073
-7.1600000000000605,18.044993550211245
-7.150000000000061,16.845125077461145
-7.140000000000061,15.727817053333267
-7.130000000000061,14.68672570868006
-7.120000000000061,13.716080433374215
-7.110000000000062,12.810623762723688
-7.100000000000062,11.965558326834454
-7.090000000000062,11.176499885043631
-7.080000000000062,10.43943568836053
-7.0700000000000625,9.750687515566153
-7.060000000000063,9.10687881616499
-7.050000000000063,8.50490546810733
-7.040000000000063,7.941909722161634
-7.030000000000063,7.415256959661409
-7.0200000000000635,6.922514937480017
-7.010000000000064,6.461435234680727
-7.000000000000064,6.029936650326743
-6.990000000000064,5.626090332255209
-6.980000000000064,5.248106442911507
-6.970000000000065,4.894322191191444
-6.960000000000065,4.563191079167828
-6.950000000000065,4.2532732299724465
-6.940000000000065,3.9632266783607224
-6.930000000000065,3.691799518866033
-6.920000000000066,3.43782281823585
-6.910000000000066,3.200204209247631
-6.900000000000066,2.977922092197309
-6.890000000000066,2.7700203784990496
-6.8800000000000665,2.575603718082678
-6.870000000000067,2.393833158707498
-6.860000000000067,2.2239221910450713
-6.850000000000067,2.0651331384973894
-6.840000000000067,1.9167738552757254
-6.830000000000068,1.7781947003432568
-6.820000000000068,1.6487857584488186
-6.810000000000068,1.5279742827368294
-6.800000000000068,1.4152223363029395
-6.790000000000068,1.3100246126494435
-6.780000000000069,1.211906417294831
-6.770000000000069,1.120421794828526
-6.760000000000069,1.0351517875243743
-6.750000000000069,0.9557028132270617
-6.7400000000000695,0.8817190288838075
-6.73000000000007,0.8128241693665107
-6.72000000000007,0.7487073104144952
-6.71000000000007,0.6890621715483712
-6.70000000000007,0.6336011882575842
-6.690000000000071,0.5820544164780906
-6.680000000000071,0.5341685020236271
-6.670000000000071,0.4897057102725871
-6.660000000000071,0.44844301191157593
-6.650000000000071,0.41017122096561126
-6.640000000000072,0.3746941817220425
-6.630000000000072,0.3418280014802633
-6.620000000000072,0.3114003263392908
-6.610000000000072,0.28324965748314135
-6.6000000000000725,0.2572247056341386
-6.590000000000073,0.23318378153095576
-6.580000000000073,0.21099422044800256
-6.570000000000073,0.19053183891507997
-6.560000000000073,0.1716804219193644
-6.5500000000000735,0.15433123898119452
-6.540000000000074,0.1383827121847434
-6.530000000000074,0.12373946764210285
-6.520000000000074,0.11031273840467953
-6.510000000000074,0.09801941887804261
-6.500000000000075,0.08678185150120316
-6.490000000000075,0.07652748708525306
-6.480000000000075,0.06718856501008778
-6.470000000000075,0.05870181223456644
-6.4600000000000755,0.051008160124049406
-6.450000000000076,0.04405247814528424
-6.440000000000076,0.03778332352202123
-6.430000000000076,0.03215270598655064
-6.420000000000076,0.027115866802096968
-6.4100000000000765,0.02263107126936838
-6.400000000000077,0.01865941396715015
-6.390000000000077,0.01516463601253575
-6.380000000000077,0.012112953660538875
-6.370000000000077,0.009472897595443449
-6.360000000000078,0.0072151622985098945
-6.350000000000078,0.005312464907067095
-6.340000000000078,0.0037394130095331998
-6.330000000000078,0.002472380849385047
-6.320000000000078,0.0014893934386835143
-6.310000000000079,7.700181076711778E-4
-6.300000000000079,2.952630428541815E-4
-6.290000000000079,4.748239134935413E-5
-6.280000000000079,1.02874902508986E-5
-6.2700000000000795,1.6846404944172465E-4
-6.26000000000008,5.078944244148757E-4
-6.25000000000008,0.0010154853567983654
-6.24000000000008,0.0016791002560985317
-6.23000000000008,0.0024874960309568053
-6.220000000000081,0.0034302641066908095
-6.210000000000081,0.004497775372129013
-6.200000000000081,0.0056811288071122595
-6.190000000000081,0.006972103556914261
-6.180000000000081,0.008363114234041088
-6.170000000000082,0.00984716924130706
-6.160000000000082,0.01141783192288562
-6.150000000000082,0.013069184362082062
-6.140000000000082,0.014795793656082204
-6.1300000000000825,0.016592680508482182
-6.120000000000083,0.018455289990820897
-6.110000000000083,0.020379464333727074
-6.100000000000083,0.022361417617413507
-6.090000000000083,0.024397712239726175
-6.080000000000084,0.02648523704797772
-6.070000000000084,0.02862118702832843
-6.060000000000084,0.030802065958455582
-6.050000000000084,0.03302765178560826
-6.040000000000084,0.035294897705667856
-6.030000000000085,0.0376020483648339
-6.020000000000085,0.03994757308165153
-6.010000000000085,0.042330153022116956
-6.000000000000085,0.044748669365017285
-5.9900000000000855,0.04720219239746724
-5.980000000000086,0.04968997148502627
-5.970000000000086,0.05221142586476622
-5.960000000000086,0.05476613621357248
-5.950000000000086,0.057353836947565
-5.9400000000000865,0.059974409211956195
-5.930000000000087,0.06262787452388699
-5.920000000000087,0.06531438903383105
-5.910000000000087,0.0680342383740736
-5.900000000000087,0.0707878330655001
-5.890000000000088,0.07357570445653795
-5.880000000000088,0.07639850117058787
-5.870000000000088,0.07925698604065397
-5.860000000000088,0.08215203351216442
-5.8500000000000885,0.08508466013286729
-5.840000000000089,0.08805589427221291
-5.830000000000089,0.09106696471678387
-5.820000000000089,0.09411917520666042
-5.810000000000089,0.0972139346147906
-5.8000000000000895,0.10035275687708348
-5.79000000000009,0.1035372613151776
-5.78000000000009,0.10676917334875395
-5.77000000000009,0.11005032559618215
-5.76000000000009,0.11338265936409866
-5.750000000000091,0.11676822652847237
-5.740000000000091,0.12020919181158958
-5.730000000000091,0.12370783546138038
-5.720000000000091,0.12726655634155656
-5.7100000000000914,0.13088787544309646
-5.700000000000092,0.1345744398298454
-5.690000000000092,0.13832902703326838
-5.680000000000092,0.142154549913833
-5.670000000000092,0.14605406200904475
-5.6600000000000925,0.1500307633908943
-5.650000000000093,0.1540880070584116
-5.640000000000093,0.15822930589407966
-5.630000000000093,0.1624583402163187
-5.620000000000093,0.16677896596380992
-5.610000000000094,0.17119522355142316
-5.600000000000094,0.1757113474417683
-5.590000000000094,0.18033177648109322
-5.580000000000094,0.18506116505336137
-5.570000000000094,0.18990439511190646
-5.560000000000095,0.1948665891543109
-5.550000000000095,0.1999531242128137
-5.540000000000095,0.20516964694015105
-5.530000000000095,0.2105220898789178
-5.5200000000000955,0.2160166890116911
-5.510000000000096,0.2216600026993882
-5.500000000000096,0.22745893212653226
-5.490000000000096,0.23342074338469423
-5.480000000000096,0.23955309133939592
-5.470000000000097,0.24586404544139134
-5.460000000000097,0.252362117660753
-5.450000000000097,0.2590562927418249
-5.440000000000097,0.2659560609991031
-5.430000000000097,0.2730714538988725
-5.420000000000098,0.280413082699379
-5.410000000000098,0.2879921804537057
-5.400000000000098,0.2958209887831584
-5.390000000000098,0.3039114216846112
-5.3800000000000985,0.31227723239942456
-5.370000000000099,0.3209326411561379
-5.360000000000099,0.3298927638593234
-5.350000000000099,0.339173683022029
-5.340000000000099,0.3487925255069999
-5.3300000000000995,0.3587675478465719
-5.3200000000001,0.3691182300123463
-5.3100000000001,0.3798653786228433
-5.3000000000001,0.3910312407114538
-5.2900000000001,0.40263962933286346
-5.280000000000101,0.41471606246602827
-5.270000000000101,0.4272879168811947
-5.260000000000101,0.4403845988819664
-5.250000000000101,0.4540377341175634
-5.2400000000001015,0.4682813789936949
-5.230000000000102,0.4831522566008048
-5.220000000000102,0.49869002053841727
-5.210000000000102,0.51493755055753
-5.200000000000102,0.5319412845865542
-5.1900000000001025,0.5497515924702893
-5.180000000000103,0.568423197663544
-5.170000000000103,0.5880112273408734
-5.160000000000103,0.6085892793804097
-5.150000000000103,0.6302240064818647
-5.140000000000104,0.6529930071654672
-5.130000000000104,0.6769813697594323
-5.120000000000104,0.7022825925053767
-5.110000000000104,0.7289996424764277
-5.1000000000001044,0.7572461783701186
-5.090000000000105,0.787147967547612
-5.080000000000105,0.8188445342993709
-5.070000000000105,0.8524910845901319
-5.060000000000105,0.8882607629489868
-5.0500000000001055,0.9263473103603519
-5.040000000000106,0.9669682088242333
-5.030000000000106,1.0103684198314904
-5.020000000000106,1.056824851889971
-5.010000000000106,1.1066517285582196
-5.000000000000107,1.1602070761376457
-4.990000000000107,1.2179006133177042
-4.980000000000107,1.2802034094616508
-4.970000000000107,1.34765979208164
-4.960000000000107,1.4209021393113033
-4.950000000000108,1.500669407234895
-4.940000000000108,1.5878305406299378
-4.930000000000108,1.6834143379023683
-4.920000000000108,1.7886479462374778
-4.9100000000001085,1.9050070438820175
-4.900000000000109,2.0342820699154953
-4.890000000000109,2.178666825744287
-4.880000000000109,2.3408787908984015
-4.870000000000109,2.5243252374534073
-4.86000000000011,2.7333368600021344
-4.85000000000011,2.9735032620403676
-4.84000000000011,3.2521661658954275
-4.83000000000011,3.5791642100227445
-4.82000000000011,3.9679929679048116
-4.810000000000111,4.437677911793757
-4.800000000000111,5.015929849707659
-4.790000000000111,5.744739279372485
-4.780000000000111,6.690934028157831
-4.7700000000001115,7.967728523928603
-4.760000000000112,9.783416730365706
-4.750000000000112,12.567984171561259
-4.740000000000112,17.372655286333366
-4.730000000000112,27.633035526575036
-4.7200000000001125,64.69257482158947
-4.710000000000113,-201.68050428177372
-4.700000000000113,-41.05703106310191
-4.690000000000113,-23.08820180884153
-4.680000000000113,-16.207274624278345
-4.670000000000114,-12.574678539041468
-4.660000000000114,-10.331291366527202
-4.650000000000114,-8.809357831506283
-4.640000000000114,-7.709982516847891
-4.6300000000001145,-6.879348968523325
-4.620000000000115,-6.230222872267261
-4.610000000000115,-5.709443573808434
-4.600000000000115,-5.282767369983286
-4.590000000000115,-4.927140112931144
-4.5800000000001155,-4.62647150875149
-4.570000000000116,-4.369189855455016
-4.560000000000116,-4.146759461251347
-4.550000000000116,-3.952745804642176
-4.540000000000116,-3.782206038827943
-4.530000000000117,-3.6312799836191827
-4.520000000000117,-3.4969086627587593
-4.510000000000117,-3.376636275201012
-4.500000000000117,-3.2684681032742113
-4.4900000000001175,-3.1709088771313834
-4.480000000000118,-3.082296752049321
-4.470000000000118,-3.001663324603502
-4.460000000000118,-2.9280515188453404
-4.450000000000118,-2.8606486232839714
-4.4400000000001185,-2.798759687567237
-4.430000000000119,-2.741786572660667
-4.420000000000119,-2.6892113007234912
-4.410000000000119,-2.640582709297903
-4.400000000000119,-2.595505669517205
-4.39000000000012,-2.553632311888428
-4.38000000000012,-2.5146548372436786
-4.37000000000012,-2.4782995892525563
-4.36000000000012,-2.444322138435878
-4.35000000000012,-2.4125031829017307
-4.340000000000121,-2.3826451129371566
-4.330000000000121,-2.3545691186323094
-4.320000000000121,-2.328112744401501
-4.310000000000121,-2.303127813430343
-4.3000000000001215,-2.279478660051692
-4.290000000000122,-2.2570406198309763
-4.280000000000122,-2.2356987364625844
-4.270000000000122,-2.215346651992672
-4.260000000000122,-2.1958856528175446
-4.250000000000123,-2.1772238486713613
-4.240000000000123,-2.1592754656674025
-4.230000000000123,-2.1419602375721745
-4.220000000000123,-2.125202882030166
-4.210000000000123,-2.108932650522426
-4.200000000000124,-2.0930829425334547
-4.190000000000124,-2.0775909757859456
-4.180000000000124,-2.0623975055394137
-4.170000000000124,-2.047446586880556
-4.1600000000001245,-2.0326853747029734
-4.150000000000125,-2.0180639567033163
-4.140000000000125,-2.0035352152420507
-4.130000000000125,-1.989054714346125
-4.120000000000125,-1.9745909705559552
-4.1100000000001256,-1.960083262810239
-4.100000000000126,-1.9455057978745747
-4.090000000000126,-1.9308241245551545
-4.080000000000126,-1.9160061772012051
-4.070000000000126,-1.9010222516741557
-4.060000000000127,-1.8858449877404777
-4.050000000000127,-1.8704493558933761
-4.040000000000127,-1.8548126467395105
-4.030000000000127,-1.8389144612154005
-4.0200000000001275,-1.8227367000298738
-4.010000000000128,-1.8062635508643388
-4.000000000000128,-1.7894814720028553
-3.990000000000128,-1.772379171211699
-3.9800000000001283,-1.7549475788421554
-3.9700000000001285,-1.7371798142903543
-3.9600000000001288,-1.7190711451137974
-3.950000000000129,-1.700618938273957
-3.940000000000129,-1.6818226031462127
-3.9300000000001294,-1.6626835261105224
-3.9200000000001296,-1.6432049967053504
-3.91000000000013,-1.6233921254928556
-3.90000000000013,-1.6032517539397015
-3.8900000000001302,-1.5827923567656388
-3.8800000000001305,-1.5620239373466915
-3.8700000000001307,-1.5409579168797396
-3.860000000000131,-1.5196070181191341
-3.850000000000131,-1.4979851445818184
-3.8400000000001313,-1.4761072561841981
-3.8300000000001315,-1.453979580139505
-3.8200000000001317,-1.43163879745038
-3.810000000000132,-1.409091898460929
-3.800000000000132,-1.3863567922578273
-3.7900000000001324,-1.3634518047131872
-3.7800000000001326,-1.3403955542295771
-3.770000000000133,-1.3172068309099165
-3.760000000000133,-1.293904479981692
-3.7500000000001332,-1.27050729022338
-3.7400000000001334,-1.2470338880508511
-3.7300000000001337,-1.2235026378262037
-3.720000000000134,-1.1999315488522477
-3.710000000000134,-1.1763381894159008
-3.7000000000001343,-1.152739608144253
-3.6900000000001345,-1.1291522628399804
-3.6800000000001347,-1.105591956870468
-3.670000000000135,-1.082073783097393
-3.660000000000135,-1.0586120752533816
-3.6500000000001354,-1.0352203665988802
-3.6400000000001356,-1.0119113556279788
-3.630000000000136,-0.988696878534981
-3.620000000000136,-0.9655878881058813
-3.610000000000136,-0.9425944386598382
-3.6000000000001364,-0.9197256766344367
-3.5900000000001366,-0.8969898363862289
-3.580000000000137,-0.8743942407619962
-3.570000000000137,-0.8519453059885362
-3.5600000000001373,-0.829648550426067
-3.5500000000001375,-0.8075086067342421
-3.5400000000001377,-0.7855292370080874
-3.530000000000138,-0.7637133504538034
-3.520000000000138,-0.7420573619514697
-3.5100000000001383,-0.7205742643176709
-3.5000000000001386,-0.699258437399245
-3.4900000000001388,-0.6781095943846158
-3.480000000000139,-0.6571267081353632
-3.470000000000139,-0.636308036149676
-3.4600000000001394,-0.6156511456251106
-3.4500000000001396,-0.5951529383674911
-3.44000000000014,-0.574809675316412
-3.43000000000014,-0.55461700048116
-3.4200000000001403,-0.5345699641028288
-3.4100000000001405,-0.5146630448793827
-3.4000000000001407,-0.49489017110997885
-3.390000000000141,-0.47524474063303096
-3.380000000000141,-0.45571963944929483
-3.3700000000001413,-0.4363072589362974
-3.3600000000001415,-0.41699951157430487
-3.3500000000001418,-0.39778784511597015
-3.340000000000142,-0.3786632551427591
-3.330000000000142,-0.3596162959602868
-3.3200000000001424,-0.3406370897926732
-3.3100000000001426,-0.32171533424260657
-3.300000000000143,-0.3028403079889237
-3.290000000000143,-0.2840008746977857
-3.2800000000001432,-0.2651854851262297
-3.2700000000001435,-0.24638217739894097
-3.2600000000001437,-0.22757857543980325
-3.250000000000144,-0.20876188553966638
-3.240000000000144,-0.18991889104088827
-3.2300000000001443,-0.17103594511718742
-3.2200000000001445,-0.1520989616248211
-3.2100000000001447,-0.1330934039976055
-3.200000000000145,-0.11400427215416882
-3.190000000000145,-0.09481608738103073
-3.1800000000001454,-0.07551498898170966
-3.1700000000001456,-0.05608010876855387
-3.160000000000146,-0.0364966959768391
-3.150000000000146,-0.016747163339952742
-3.1400000000001462,0.003186662646010042
-3.1300000000001464,0.023323570061711894
-3.1200000000001467,0.04368299251101244
-3.110000000000147,0.06428504247389616
-3.100000000000147,0.0851505474537688
-3.0900000000001473,0.1063010888892406
-3.0800000000001475,0.1277590440114671
-3.0700000000001477,0.14954763079100003
-3.060000000000148,0.17169095613804772
-3.050000000000148,0.19421406753606987
-3.0400000000001484,0.21714300830564512
-3.0300000000001486,0.2405048767139681
-3.020000000000149,0.26432788916502686
-3.010000000000149,0.2886414477268881
-3.000000000000149,0.3134762122754362
-2.9900000000001494,0.33886417755881976
-2.9800000000001496,0.3648387555136415
-2.97000000000015,0.3914348631930193
-2.96000000000015,0.4186819884033035
-2.9500000000001503,0.4466328275147482
-2.9400000000001505,0.4753199250625375
-2.9300000000001507,0.5047852260149059
-2.920000000000151,0.5350727191524557
-2.910000000000151,0.5662285682028727
-2.9000000000001513,0.5983012521599747
-2.8900000000001516,0.6313417154911658
-2.8800000000001518,0.6654035289993194
-2.870000000000152,0.7005430621731137
-2.860000000000152,0.7368196679341337
-2.8500000000001524,0.7742958807702927
-2.8400000000001526,0.8130376293344167
-2.830000000000153,0.8531144646844859
-2.820000000000153,0.8945998054494384
-2.8100000000001533,0.9375712013223536
-2.8000000000001535,0.9821106164124705
-2.7900000000001537,1.0283047341302307
-2.780000000000154,1.0762452854367308
-2.770000000000154,1.126029402462081
-2.7600000000001543,1.1777599996884793
-2.7500000000001545,1.2315461851046843
-2.7400000000001548,1.2875037039718669
-2.730000000000155,1.345755418098714
-2.720000000000155,1.4064318238092006
-2.7100000000001554,1.4696716121027797
-2.7000000000001556,1.5356222748575874
-2.690000000000156,1.6044407613165947
-2.680000000000156,1.6762941895292145
-2.6700000000001562,1.7513606179019476
-2.6600000000001565,1.829829882546908
-2.6500000000001567,1.911904506713589
-2.640000000000157,1.9978006892543663
-2.630000000000157,2.08774937981657
-2.6200000000001573,2.181997449283692
-2.6100000000001575,2.2808089649160634
-2.6000000000001577,2.384466580680402
-2.590000000000158,2.493273054422038
-2.580000000000158,2.607552904840411
-2.5700000000001584,2.7276542226960077
-2.5600000000001586,2.853950652327828
-2.550000000000159,2.986844033652363
-2.540000000000159,3.126764836792775
-2.5300000000001592,3.2741777712392426
-2.5200000000001594,3.4295825905044013
-2.5100000000001597,3.5935177709694703
-2.50000000000016,3.7665639755073244
-2.49000000000016,3.9493478678317855
-2.4800000000001603,4.142546317369541
-2.4700000000001605,4.346891039462638
-2.4600000000001607,4.563207351624188
-2.450000000000161,4.792283543995345
-2.440000000000161,5.035084353241201
-2.4300000000001614,5.292617894562116
-2.4200000000001616,5.565978876339339
-2.410000000000162,5.856357176334371
-2.400000000000162,6.165047381328056
-2.390000000000162,6.49345941161406
-2.3800000000001624,6.843130368765076
-2.3700000000001626,7.215737764720537
-2.360000000000163,7.613114312945234
-2.350000000000163,8.037264488706091
-2.3400000000001633,8.490383096034597
-2.3300000000001635,8.974876114426266
-2.3200000000001637,9.493384139665018
-2.310000000000164,10.048808781403158
-2.300000000000164,10.644342436547603
-2.2900000000001643,11.283501923616987
-2.2800000000001646,11.970166540872338
